datetime,000001.SH,cash,commission,direction,signal,total,returns,equity_curve,drawdown,open,high,low,close,volume,,,
2014-07-23,2362.241,21862.379,490,1,0,24224.62,0.0012432557,4.844924,0.192418,2074.195,2088.192,2072.229,2078.489,106702129.235,,,
2014-07-24,2627.971,21862.379,490,1,0,24490.35,0.0109694187,4.89807,0.139272,2079.632,2107.946,2079.632,2105.062,128677982.604,,,
2014-07-25,2843.491,21862.379,490,1,0,24705.87,0.0088002009,4.941174,0.096168,2108.714,2127.217,2106.714,2126.614,111411572.985,,,
2014-07-28,3356.831,21862.379,490,1,0,25219.21,0.020778058,5.043842,0,2135.249,2181.496,2135.249,2177.948,180414429.611,,,
2014-07-29,3409.271,21862.379,490,1,0,25271.65,0.0020793673,5.05433,0,2179.826,2193.523,2172.102,2183.192,159282497.674,,,
2014-07-30,3389.781,21862.379,490,1,0,25252.16,-0.0007712199,5.050432,0.003898,2178.179,2194.572,2177.244,2181.243,149566550.479,,,
2014-07-31,3592.971,21862.379,490,1,0,25455.35,0.0080464404,5.09107,0,2179.543,2202.126,2173.9,2201.562,132438451.526,,,
2014-08-01,3430.381,21862.379,490,1,0,25292.76,-0.0063872624,5.058552,0.032518,2194.17,2218.789,2184.641,2185.303,151884026.694,,,
2014-08-04,3810.661,21862.379,490,1,0,25673.04,0.0150351326,5.134608,0,2190.036,2224.068,2186.917,2223.331,140088823.113,,,
2014-08-05,3776.801,21862.379,490,1,0,25639.18,-0.0013188933,5.127836,0.006772,2224.632,2226.838,2206.85,2219.945,141474534.802,,,
2014-08-06,3752.001,21862.379,490,1,0,25614.38,-0.0009672696,5.122876,0.011732,2212.003,2223.893,2192.993,2217.465,140362855.726,,,
2014-08-07,3454.041,21862.379,490,1,0,25316.42,-0.0116325283,5.063284,0.071324,2216.659,2220.568,2185.763,2187.669,137306468.554,,,
2014-08-08,3521.601,21862.379,490,1,0,25383.98,0.0026686238,5.076796,0.057812,2188.709,2199.578,2180.597,2194.425,109728992.06,,,
2014-08-11,3823.891,21862.379,490,1,0,25686.27,0.011908692,5.137254,0,2199.433,2225.961,2198.314,2224.654,126096838.922,,,
2014-08-12,3793.301,21862.379,490,1,0,25655.68,-0.0011909086,5.131136,0.006118,2222.696,2222.979,2210,2221.595,132393972.973,,,
2014-08-13,3806.121,21862.379,490,1,0,25668.5,0.0004996944,5.1337,0.003554,2223.051,2230.991,2202.443,2222.877,146490786.502,,,
2014-08-14,3642.011,21862.379,490,1,0,25504.39,-0.0063934394,5.100878,0.036376,2221.541,2230.894,2204.384,2206.466,141706657.539,,,
2014-08-15,3844.691,21862.379,490,1,0,25707.07,0.0079468672,5.141414,0,2207.226,2230.872,2203.242,2226.734,129406906.433,,,
2014-08-18,3972.011,21862.379,490,1,0,25834.39,0.0049527231,5.166878,0,2229.804,2242.035,2228.134,2239.466,141492842.935,,,
2014-08-19,4030.651,21862.379,490,1,0,25893.03,0.0022698426,5.178606,0,2242.34,2246.016,2227.925,2245.33,155445477.469,,,
2014-08-20,3979.461,21862.379,490,1,0,25841.84,-0.0019769799,5.168368,0.010238,2241.664,2248.939,2233.892,2240.211,139628054.173,,,
2014-08-21,3881.931,21862.379,490,1,0,25744.31,-0.0037741121,5.148862,0.029744,2239.568,2240.077,2211.63,2230.458,140879627.721,,,
2014-08-22,3985.471,21862.379,490,1,0,25847.85,0.0040218596,5.16957,0.009036,2228.974,2243.303,2225.267,2240.812,140353020.934,,,
2014-08-25,3870.091,21862.379,490,1,0,25732.47,-0.0044638142,5.146494,0.032112,2241.1,2241.553,2222.009,2229.274,134450234.51,,,
2014-08-26,3648.411,21862.379,490,1,0,25510.79,-0.0086147968,5.102158,0.076448,2225.291,2232.785,2200.618,2207.106,134123068.194,,,
2014-08-27,3672.001,21862.379,490,1,-1,25534.38,0.0009247068,5.106876,0.07173,2207.03,2216.67,2204.048,2209.465,104090409.512,,,
2014-08-28,2345.935,23319.915,500,-1,0,25665.85,0.0051487446,5.13317,0.045436,2210.484,2219.473,2194.861,2195.818,109266624.772,,,
2014-08-29,2132.115,23319.915,500,-1,0,25452.03,-0.0083309144,5.090406,0.0882,2198.946,2218.696,2193.263,2217.2,93043872.85,,,
2014-09-01,1949.005,23319.915,500,-1,0,25268.92,-0.0071943181,5.053784,0.124822,2220.129,2236.286,2217.685,2235.511,117215899.895,,,
2014-09-02,1643.655,23319.915,500,-1,0,24963.57,-0.0120840147,4.992714,0.185892,2239.684,2267.509,2234.378,2266.046,170931776.839,,,
2014-09-03,1417.845,23319.915,500,-1,0,24737.76,-0.0090455812,4.947552,0.231054,2268.395,2290.547,2268.1,2288.627,187558381.475,,,
2014-09-04,1235.495,23319.915,500,-1,0,24555.41,-0.0073713222,4.911082,0.267524,2290.029,2307.701,2283.277,2306.862,179385894.224,,,
2014-09-05,1039.795,23319.915,500,-1,0,24359.71,-0.0079697305,4.871942,0.306664,2311.305,2327.557,2307.447,2326.432,185839820.854,,,
2014-09-09,1038.845,23319.915,500,-1,0,24358.76,-3.89988222354587E-05,4.871752,0.306854,2328.426,2331.917,2315.894,2326.527,172908499.146,,,
2014-09-10,1121.065,23319.915,500,-1,0,24440.98,0.0033753771,4.888196,0.29041,2318.496,2321.908,2306.421,2318.305,163454522.872,,,
2014-09-11,1187.325,23319.915,500,-1,0,24507.24,0.0027110206,4.901448,0.277158,2315.732,2343.595,2304.602,2311.679,197232656.997,,,
2014-09-12,984.615,23319.915,500,-1,0,24304.53,-0.0082714333,4.860906,0.3177,2308.346,2331.95,2302.775,2331.95,162102898.337,,,
2014-09-15,912.715,23319.915,500,-1,0,24232.63,-0.0029582963,4.846526,0.33208,2330.187,2340.449,2321.593,2339.14,185393630.086,,,
2014-09-16,1338.565,23319.915,500,-1,0,24658.48,0.0175734124,4.931696,0.24691,2341.027,2347.935,2293.869,2296.555,237659243.986,,,
2014-09-17,1225.185,23319.915,500,-1,0,24545.1,-0.0045980125,4.90902,0.269586,2298.982,2309.048,2282.795,2307.893,159121789.572,,,
2014-09-18,1144.835,23319.915,500,-1,0,24464.75,-0.0032735658,4.89295,0.285656,2303.85,2319.875,2297.931,2315.928,144518521.039,,,
2014-09-19,1009.605,23319.915,500,-1,1,24329.52,-0.0055275447,4.865904,0.312702,2312.984,2331.561,2305.517,2329.451,144345453.358,,,
2014-09-22,1933.601,21995.069,510,1,0,23928.67,-0.0164758696,4.785734,0.392872,2323.554,2323.554,2284.378,2289.866,147841746.377,,,
2014-09-23,2132.121,21995.069,510,1,0,24127.19,0.008296324,4.825438,0.353168,2289.091,2311.525,2289.024,2309.718,135396857.174,,,
2014-09-24,2470.691,21995.069,510,1,0,24465.76,0.0140327158,4.893152,0.285454,2302.231,2345.747,2297.876,2343.575,185690667.976,,,
2014-09-25,2485.971,21995.069,510,1,0,24481.04,0.0006245463,4.896208,0.282398,2352.865,2365.154,2336.805,2345.103,189260377.942,,,
2014-09-26,2512.121,21995.069,510,1,0,24507.19,0.0010681736,4.901438,0.277168,2339.288,2350.109,2329.955,2347.718,148220808.326,,,
2014-09-29,2612.051,21995.069,510,1,0,24607.12,0.0040775789,4.921424,0.257182,2353.708,2363.059,2346.579,2357.711,171130878.152,,,
2014-09-30,2673.641,21995.069,510,1,0,24668.71,0.0025029341,4.933742,0.244864,2361.318,2365.491,2354.268,2363.87,166933430.197,,,
2014-10-08,2862.881,21995.069,510,1,0,24857.95,0.0076712564,4.97159,0.207016,2368.576,2382.794,2354.29,2382.794,180337576.241,,,
2014-10-09,2928.651,21995.069,510,1,0,24923.72,0.0026458336,4.984744,0.193862,2383.859,2391.348,2367.111,2389.371,200271758.742,,,
2014-10-10,2780.341,21995.069,510,1,0,24775.41,-0.0059505563,4.955082,0.223524,2380.755,2386.277,2365.075,2374.54,192248234.095,,,
2014-10-13,2695.031,21995.069,510,1,0,24690.1,-0.0034433335,4.93802,0.240586,2366.426,2366.862,2341.124,2366.009,175425070.607,,,
2014-10-14,2629.691,21995.069,510,1,0,24624.76,-0.0026464048,4.924952,0.253654,2362.802,2380.515,2349.194,2359.475,170160085.096,,,
2014-10-15,2771.641,21995.069,510,1,0,24766.71,0.0057645232,4.953342,0.225264,2358.233,2374.808,2344.373,2373.67,171766747.014,,,
2014-10-16,2599.931,21995.069,510,1,-1,24595,-0.0069330969,4.919,0.259606,2361.13,2389.675,2353.406,2356.499,203805884.862,,,
2014-10-17,2509.649,22233.501,520,-1,0,24743.15,0.006023582,4.94863,0.229976,2352.784,2360.597,2312.826,2341.184,179433162.591,,,
2014-10-20,2354.209,22233.501,520,-1,0,24587.71,-0.0062821427,4.917542,0.261064,2346.052,2357.509,2340.459,2356.728,141820259.831,,,
2014-10-21,2524.919,22233.501,520,-1,0,24758.42,0.0069428995,4.951684,0.226922,2355.033,2361.653,2337.551,2339.657,146786313.155,,,
2014-10-22,2655.959,22233.501,520,-1,0,24889.46,0.0052927449,4.977892,0.200714,2339.223,2352.124,2324.59,2326.553,138524537.529,,,
2014-10-23,2897.309,22233.501,520,-1,0,25130.81,0.0096968757,5.026162,0.152444,2322.316,2329.927,2297.33,2302.418,140596503.776,,,
2014-10-24,2898.689,22233.501,520,-1,0,25132.19,5.49126749194162E-05,5.026438,0.152168,2303.08,2314.875,2296.657,2302.28,114330696.149,,,
2014-10-27,3017.119,22233.501,520,-1,0,25250.62,0.0047122833,5.050124,0.128482,2293.573,2293.644,2279.836,2290.437,113379981.592,,,
2014-10-28,2542.779,22233.501,520,-1,0,24776.28,-0.0187852813,4.955256,0.22335,2294.012,2338.278,2294.012,2337.871,158147958.704,,,
2014-10-29,2191.189,22233.501,520,-1,0,24424.69,-0.0141905887,4.884938,0.293668,2343.72,2381.643,2339.712,2373.03,225067075.637,,,
2014-10-30,2010.729,22233.501,520,-1,0,24244.23,-0.0073884254,4.848846,0.32976,2371.891,2397.256,2365.919,2391.076,226611178.101,,,
2014-10-31,1719.709,22233.501,520,-1,0,23953.21,-0.0120036809,4.790642,0.387964,2393.178,2423.596,2384.483,2420.178,249915443.128,,,
2014-11-03,1621.169,22233.501,520,-1,0,23854.67,-0.0041138536,4.770934,0.407672,2425.225,2436.785,2418.167,2430.032,227196589.983,,,
2014-11-04,1614.719,22233.501,520,-1,0,23848.22,-0.0002703873,4.769644,0.408962,2428.271,2435.223,2417.221,2430.677,226503880.876,,,
2014-11-05,1728.949,22233.501,520,-1,0,23962.45,0.0047898753,4.79249,0.386116,2432.169,2434.363,2415.502,2419.254,201859409.074,,,
2014-11-06,1662.849,22233.501,520,-1,0,23896.35,-0.0027584825,4.77927,0.399336,2419.617,2426.89,2401.75,2425.864,179644372.908,,,
2014-11-07,1739.779,22233.501,520,-1,0,23973.28,0.0032193201,4.794656,0.38395,2427.898,2454.423,2407.442,2418.171,244157568.362,,,
2014-11-10,1184.759,22233.501,520,-1,0,23418.26,-0.0231516088,4.683652,0.494954,2436.628,2474.156,2428.185,2473.673,245233684.265,,,
2014-11-11,1224.759,22233.501,520,-1,0,23458.26,0.0017080688,4.691652,0.486954,2483.648,2508.623,2445.96,2469.673,331257388.545,,,
2014-11-12,976.729,22233.501,520,-1,0,23210.23,-0.010573248,4.642046,0.53656,2454.602,2494.917,2444.814,2494.476,215738617.221,,,
2014-11-13,1065.429,22233.501,520,-1,0,23298.93,0.0038215907,4.659786,0.51882,2494.998,2507.743,2471.407,2485.606,258311915.771,,,
2014-11-14,1133.249,22233.501,520,-1,0,23366.75,0.0029108633,4.67335,0.505256,2477.966,2481.025,2457.045,2478.824,191924993.741,,,
2014-11-17,1181.399,22233.501,520,-1,0,23414.9,0.0020606203,4.68298,0.495626,2506.864,2508.767,2472.446,2474.009,199264903.886,,,
2014-11-18,1357.829,22233.501,520,-1,0,23591.33,0.0075349457,4.718266,0.46034,2474.182,2477.052,2449.813,2456.366,174659491.329,,,
2014-11-19,1411.629,22233.501,520,-1,0,23645.13,0.0022804988,4.729026,0.44958,2452.15,2461.491,2442.71,2450.986,167069370.56,,,
2014-11-20,1394.889,22233.501,520,-1,1,23628.39,-0.0007079682,4.725678,0.452928,2443.276,2458.319,2437.476,2452.66,150799911.527,,,
2014-11-21,2793.97,21170.73,530,1,0,23964.7,0.0142333015,4.79294,0.385666,2452.635,2488.201,2446.646,2486.791,197809793.269,,,
2014-11-24,3254.85,21170.73,530,1,0,24425.58,0.0192316198,4.885116,0.29349,2505.532,2546.746,2495.521,2532.879,330291406.342,,,
2014-11-25,3602.03,21170.73,530,1,0,24772.76,0.0142137873,4.954552,0.224054,2531.998,2568.381,2527.077,2567.597,282168802.821,,,
2014-11-26,3969.51,21170.73,530,1,0,25140.24,0.0148340354,5.028048,0.150558,2572.649,2605.07,2570.404,2604.345,316521256.72,,,
2014-11-27,4230.92,21170.73,530,1,0,25401.65,0.010398071,5.08033,0.098276,2615.367,2631.399,2599.108,2630.486,338960830.485,,,
2014-11-28,4754.41,21170.73,530,1,0,25925.14,0.0206085038,5.185028,0,2629.626,2683.18,2622.061,2682.835,401951167.919,,,
2014-12-01,4727.61,21170.73,530,1,0,25898.34,-0.0010337456,5.179668,0.00536,2691.725,2720.743,2668.841,2680.155,401120189.405,,,
2014-12-02,5561.51,21170.73,530,1,0,26732.24,0.0321989749,5.346448,0,2667.82,2777.372,2665.686,2763.545,397238914.606,,,
2014-12-03,5721.31,21170.73,530,1,0,26892.04,0.0059778006,5.378408,0,2768.678,2824.179,2733.868,2779.525,529777452.652,,,
2014-12-04,6920.62,21170.73,530,1,0,28091.35,0.0445972117,5.61827,0,2783.469,2900.508,2772.432,2899.456,509218572.463,,,
2014-12-05,7302.53,21170.73,530,1,0,28473.26,0.0135952882,5.694652,0,2926.573,2978.029,2813.052,2937.647,639191009.221,,,
2014-12-08,8128.64,21170.73,530,1,0,29299.37,0.0290135376,5.859874,0,2907.815,3041.657,2879.847,3020.258,593478048.925,,,
2014-12-09,6488.75,21170.73,530,1,0,27659.48,-0.0559701454,5.531896,0.327978,2992.49,3091.324,2834.592,2856.269,793361276.853,,,
2014-12-10,7326.12,21170.73,530,1,0,28496.85,0.0302742496,5.69937,0.160504,2855.94,2946.707,2807.678,2940.006,534989954.982,,,
2014-12-11,7183.49,21170.73,530,1,0,28354.22,-0.0050051146,5.670844,0.18903,2912.346,2965.675,2892.611,2925.743,479801444.631,,,
2014-12-12,7307.79,21170.73,530,1,0,28478.52,0.0043838272,5.695704,0.16417,2929.36,2962.51,2914.956,2938.173,420410249.999,,,
2014-12-15,7460.27,21170.73,530,1,0,28631,0.0053542108,5.7262,0.133674,2921.446,2960.227,2890.904,2953.421,411487142.093,,,
2014-12-16,8141.24,21170.73,530,1,0,29311.97,0.0237843596,5.862394,0,2953.811,3021.897,2943.912,3021.518,492716183.751,,,
2014-12-17,8536.26,21170.73,530,1,0,29706.99,0.0134764057,5.941398,0,3031.952,3076.599,2993.333,3061.02,580338604.916,,,
2014-12-18,8501.27,21170.73,530,1,0,29672,-0.0011778373,5.9344,0.006998,3062.801,3089.791,3030.319,3057.521,466524526.293,,,
2014-12-19,9012.02,21170.73,530,1,0,30182.75,0.0172131976,6.03655,0,3053.075,3117.527,3018.421,3108.596,515580288.301,,,
2014-12-22,9200.51,21170.73,530,1,0,30371.24,0.0062449578,6.074248,0,3129.267,3189.867,3090.509,3127.445,624481484.209,,,
2014-12-23,8252.18,21170.73,530,1,0,29422.91,-0.0312246059,5.884582,0.189666,3085.08,3136.838,3025.667,3032.612,419467701.001,,,
2014-12-24,7651.38,21170.73,530,1,0,28822.11,-0.0204194622,5.764422,0.309826,3039.206,3050.507,2934.911,2972.532,378726756.676,,,
2014-12-25,8651.42,21170.73,530,1,0,29822.15,0.034696974,5.96443,0.109818,2992.462,3073.345,2969.874,3072.536,379017700.926,,,
2014-12-26,9502.09,21170.73,530,1,0,30672.82,0.028524771,6.134564,0,3078.005,3164.155,3064.176,3157.603,488915101.899,,,
2014-12-29,9606.22,21170.73,530,1,0,30776.95,0.0033948623,6.15539,0,3212.559,3223.86,3126.944,3168.016,555904355.449,,,
2014-12-30,9584.21,21170.73,530,1,0,30754.94,-0.0007151456,6.150988,0.004402,3160.801,3190.299,3130.353,3165.815,437263253.561,,,
2014-12-31,10272.83,21170.73,530,1,0,31443.56,0.0223905493,6.288712,0,3172.597,3239.357,3157.259,3234.677,432319844.015,,,
2015-01-05,11431.25,21170.73,530,1,0,32601.98,0.0368412483,6.520396,0,3258.627,3369.281,3253.883,3350.519,549760106.398,,,
2015-01-06,11440.52,21170.73,530,1,0,32611.25,0.0002843386,6.52225,0,3330.799,3394.224,3303.184,3351.446,532398463.844,,,
2015-01-07,11665.6,21170.73,530,1,0,32836.33,0.0069019127,6.567266,0,3326.649,3374.896,3312.211,3373.954,436416698.934,,,
2015-01-08,10860.62,21170.73,530,1,0,32031.35,-0.0245149199,6.40627,0.160996,3371.957,3381.566,3285.095,3293.456,399230297.448,,,
2015-01-09,10780.18,21170.73,530,1,0,31950.91,-0.0025112897,6.390182,0.177084,3276.965,3404.834,3267.509,3285.412,458648012.598,,,
2015-01-12,10219.22,21170.73,530,1,0,31389.95,-0.0175569334,6.27799,0.289276,3258.213,3275.185,3191.582,3229.316,366273059.514,,,
2015-01-13,10279.07,21170.73,530,1,0,31449.8,0.0019066612,6.28996,0.277306,3223.542,3259.386,3214.412,3235.301,273588773.806,,,
2015-01-14,10150.43,21170.73,530,1,-1,31321.16,-0.0040903281,6.264232,0.303034,3242.337,3268.483,3193.978,3222.437,267204528.501,,,
2015-01-15,2082.257,28093.723,540,-1,0,30175.98,-0.0365625028,6.035196,0.53207,3224.07,3337.084,3207.545,3336.455,330610537.916,,,
2015-01-16,1681.857,28093.723,540,-1,0,29775.58,-0.0132688317,5.955116,0.61215,3343.603,3400.318,3340.49,3376.495,392253901.947,,,
2015-01-19,4283.297,28093.723,540,-1,0,32377.02,0.0873682393,6.475404,0.091862,3189.727,3262.207,3095.066,3116.351,409885991.967,,,
2015-01-20,3716.287,28093.723,540,-1,0,31810.01,-0.0175127297,6.362002,0.205264,3114.56,3190.245,3100.477,3173.052,416295210.514,,,
2015-01-21,2210.697,28093.723,540,-1,0,30304.42,-0.0473306987,6.060884,0.506382,3189.085,3337.004,3178.343,3323.611,473758667.167,,,
2015-01-22,2013.367,28093.723,540,-1,0,30107.09,-0.0065115914,6.021418,0.545848,3327.319,3352.384,3293.978,3343.344,407874066.619,,,
2015-01-23,1929.167,28093.723,540,-1,1,30022.89,-0.0027966834,6.004578,0.562688,3357.096,3406.786,3328.293,3351.764,420979534.063,,,
2015-01-26,3665.944,26666.126,550,1,0,30332.07,0.0102981425,6.066414,0.500852,3347.257,3384.798,3321.315,3383.182,358427470.856,,,
2015-01-27,3363.724,26666.126,550,1,0,30029.85,-0.0099637117,6.00597,0.561296,3389.853,3390.216,3290.219,3352.96,418298870.196,,,
2015-01-28,2891.504,26666.126,550,1,0,29557.63,-0.0157250203,5.911526,0.65574,3325.722,3354.802,3294.655,3305.738,341564300.104,,,
2015-01-29,2457.174,26666.126,550,1,0,29123.3,-0.0146943446,5.82466,0.742606,3258.997,3286.786,3234.241,3262.305,296424499.722,,,
2015-01-30,1937.754,26666.126,550,1,0,28603.88,-0.0178352041,5.720776,0.84649,3273.747,3288.503,3210.308,3210.363,284265652.114,,,
2015-02-02,1117.124,26666.126,550,1,-1,27783.25,-0.0286894645,5.55665,1.010616,3148.136,3175.134,3122.572,3128.3,266849961.763,,,
2015-02-03,2362.23,24649.95,560,-1,0,27012.18,-0.0277530526,5.402436,1.16483,3156.086,3207.935,3129.732,3204.907,283355954.757,,,
2015-02-04,2670.04,24649.95,560,-1,0,27319.99,0.0113952299,5.463998,1.103268,3212.822,3238.982,3171.144,3174.126,290155154.574,,,
2015-02-05,3045.99,24649.95,560,-1,0,27695.94,0.013760986,5.539188,1.028078,3251.212,3251.212,3135.819,3136.531,348266954.936,,,
2015-02-06,3652.23,24649.95,560,-1,0,28302.18,0.0218891289,5.660436,0.90683,3120.09,3129.539,3052.939,3075.907,266502786.486,,,
2015-02-09,3460.06,24649.95,560,-1,0,28110.01,-0.0067899363,5.622002,0.945264,3063.51,3119.034,3049.111,3095.124,240719679.061,,,
2015-02-10,2995.37,24649.95,560,-1,0,27645.32,-0.0165311218,5.529064,1.038202,3090.49,3142.099,3084.253,3141.593,225084911.951,,,
2015-02-11,2834.26,24649.95,560,-1,0,27484.21,-0.0058277495,5.496842,1.070424,3145.765,3166.421,3139.052,3157.704,210862549.367,,,
2015-02-12,2677.14,24649.95,560,-1,0,27327.09,-0.005716737,5.465418,1.101848,3157.959,3181.766,3134.244,3173.416,229691579.784,,,
2015-02-13,2373.03,24649.95,560,-1,0,27022.98,-0.0111285175,5.404596,1.16267,3186.808,3237.159,3182.794,3203.827,293017678.939,,,
2015-02-16,2187.67,24649.95,560,-1,0,26837.62,-0.0068593471,5.367524,1.199742,3206.137,3228.846,3195.884,3222.363,265950695.641,,,
2015-02-17,1942.24,24649.95,560,-1,0,26592.19,-0.0091449987,5.318438,1.248828,3230.884,3255.725,3230.772,3246.906,263340054.08,,,
2015-02-25,2122.87,24649.95,560,-1,0,26772.82,0.0067925959,5.354564,1.212702,3256.479,3257.223,3215.552,3228.843,265143351.568,,,
2015-02-26,1427.71,24649.95,560,-1,0,26077.66,-0.0259651393,5.215532,1.351734,3222.151,3300.616,3202.188,3298.359,334347476.047,,,
2015-02-27,1308.27,24649.95,560,-1,0,25958.22,-0.0045801656,5.191644,1.375622,3296.831,3324.546,3291.007,3310.303,335019568.776,,,
2015-03-02,1048.45,24649.95,560,-1,0,25698.4,-0.0100091609,5.13968,1.427586,3332.721,3336.76,3298.669,3336.285,410259559.474,,,
2015-03-03,1780.78,24649.95,560,-1,0,26430.73,0.0284971049,5.286146,1.28112,3317.695,3317.695,3260.429,3263.052,441593480.102,,,
2015-03-04,1615.97,24649.95,560,-1,0,26265.92,-0.0062355448,5.253184,1.314082,3264.182,3286.588,3250.484,3279.533,346789769.32,,,
2015-03-05,1926.54,24649.95,560,-1,0,26576.49,0.0118240671,5.315298,1.251968,3264.085,3266.638,3221.666,3248.476,373579996.448,,,
2015-03-06,1999.43,24649.95,560,-1,0,26649.38,0.0027426496,5.329876,1.23739,3248.036,3266.933,3234.533,3241.187,328344152.93,,,
2015-03-09,1387.22,24649.95,560,-1,1,26037.17,-0.0229727671,5.207434,1.359832,3224.314,3307.702,3198.37,3302.408,359927522.111,,,
2015-03-10,3139.008,22729.762,570,1,0,25868.77,-0.0064676768,5.173754,1.393512,3289.085,3309.915,3277.095,3286.068,329955974.292,,,
2015-03-11,3187.328,22729.762,570,1,0,25917.09,0.0018678894,5.183418,1.383848,3289.594,3325.054,3278.471,3290.9,327573066.473,,,
2015-03-12,3771.558,22729.762,570,1,0,26501.32,0.0225422684,5.300264,1.267002,3314.813,3360.054,3300.488,3349.323,407192390.375,,,
2015-03-13,4007.438,22729.762,570,1,0,26737.2,0.0089006887,5.34744,1.219826,3359.488,3391.255,3352.15,3372.911,374041421.892,,,
2015-03-16,4771.378,22729.762,570,1,0,27501.14,0.0285721766,5.500228,1.067038,3391.158,3449.305,3377.087,3449.305,479355307.996,,,
2015-03-17,5306.798,22729.762,570,1,0,28036.56,0.0194690111,5.607312,0.959954,3469.603,3504.123,3459.694,3502.847,601500660.539,,,
2015-03-18,6051.338,22729.762,570,1,0,28781.1,0.0265560397,5.75622,0.811046,3510.501,3577.662,3503.853,3577.301,617366988.734,,,
2015-03-19,6101.038,22729.762,570,1,0,28830.8,0.0017268277,5.76616,0.801106,3576.019,3600.684,3546.844,3582.271,612249692.064,,,
2015-03-20,6451.508,22729.762,570,1,0,29181.27,0.012156097,5.836254,0.731012,3587.084,3632.338,3569.38,3617.318,651771976.728,,,
2015-03-23,7155.608,22729.762,570,1,0,29885.37,0.0241284906,5.977074,0.590192,3640.104,3688.249,3635.485,3687.728,661574620.089,,,
2015-03-24,7192.428,22729.762,570,1,0,29922.19,0.001232041,5.984438,0.582828,3692.569,3715.873,3600.698,3691.41,754884734.76,,,
2015-03-25,6885.598,22729.762,570,1,0,29615.36,-0.0102542628,5.923072,0.644194,3680.953,3693.151,3634.559,3660.727,645498915.766,,,
2015-03-26,7099.278,22729.762,570,1,0,29829.04,0.0072151748,5.965808,0.601458,3641.942,3707.318,3615.011,3682.095,619515611.668,,,
2015-03-27,7189.288,22729.762,570,1,0,29919.05,0.0030175292,5.98381,0.583456,3686.134,3710.477,3656.831,3691.096,509298462.95,,,
2015-03-30,8144.008,22729.762,570,1,0,30873.77,0.0319101041,6.174754,0.392512,3710.612,3795.935,3710.612,3786.568,692125351.313,,,
2015-03-31,7757.318,22729.762,570,1,0,30487.08,-0.0125248714,6.097416,0.46985,3822.987,3835.567,3737.043,3747.899,721294947.424,,,
2015-04-01,8381.268,22729.762,570,1,0,31111.03,0.0204660466,6.222206,0.34506,3748.34,3817.082,3742.213,3810.294,592418305.846,,,
2015-04-02,8536.168,22729.762,570,1,0,31265.93,0.0049789416,6.253186,0.31408,3827.689,3835.451,3775.894,3825.784,632028908.257,,,
2015-04-03,8917.618,22729.762,570,1,0,31647.38,0.0122001808,6.329476,0.23779,3803.383,3864.405,3792.211,3863.929,635651328.025,,,
2015-04-07,9892.108,22729.762,570,1,0,32621.87,0.0307921224,6.524374,0.042892,3899.42,3961.666,3891.728,3961.378,746424002.04,,,
2015-04-08,10226.438,22729.762,570,1,0,32956.2,0.0102486461,6.59124,0,3976.532,4000.22,3903.648,3994.811,839159306.737,,,
2015-04-09,9853.668,22729.762,570,1,0,32583.43,-0.0113110735,6.516686,0.074554,4006.13,4016.396,3900.027,3957.534,816710896.323,,,
2015-04-10,10621.428,22729.762,570,1,0,33351.19,0.0235628968,6.670238,0,3947.492,4040.348,3929.319,4034.31,668504175.93,,,
2015-04-13,11495.478,22729.762,570,1,0,34225.24,0.0262074607,6.845048,0,4072.723,4128.072,4057.293,4121.715,781667346.039,,,
2015-04-14,11633.978,22729.762,570,1,0,34363.74,0.0040467211,6.872748,0,4125.782,4168.346,4091.257,4135.565,814645192.545,,,
2015-04-15,11119.958,22729.762,570,1,0,33849.72,-0.0149582089,6.769944,0.102804,4135.648,4175.494,4069.007,4084.163,773125881.558,,,
2015-04-16,12226.558,22729.762,570,1,0,34956.32,0.0326915555,6.991264,0,4055.916,4195.305,4031.244,4194.823,712082436.676,,,
2015-04-17,13151.288,22729.762,570,1,0,35881.05,0.0264538716,7.17621,0,4254.723,4317.223,4238.91,4287.296,915633037.83,,,
2015-04-20,12449.098,22729.762,570,1,0,35178.86,-0.0195699401,7.035772,0.140438,4301.352,4356.001,4190.681,4217.077,1147600604.263,,,
2015-04-21,13214.558,22729.762,570,1,0,35944.32,0.0217590905,7.188864,0,4212.185,4294.375,4188.569,4293.623,862447782.633,,,
2015-04-22,14263.268,22729.762,570,1,0,36993.03,0.0291759588,7.398606,0,4304.597,4400.193,4297.951,4398.494,976876960.434,,,
2015-04-23,14423.408,22729.762,570,1,0,37153.17,0.0043289236,7.430634,0,4414.485,4444.41,4358.844,4414.508,963024929.251,,,
2015-04-24,14215.188,22729.762,570,1,0,36944.95,-0.005604367,7.38899,0.041644,4355.951,4416.376,4318.119,4393.686,916872935.533,,,
2015-04-27,15552.288,22729.762,570,1,0,38282.05,0.0361916852,7.65641,0,4441.929,4529.735,4441.929,4527.396,975242093.76,,,
2015-04-28,15040.478,22729.762,570,1,0,37770.24,-0.0133694512,7.554048,0.102362,4527.635,4572.391,4432.904,4476.215,1061172124.953,,,
2015-04-29,15044.528,22729.762,570,1,0,37774.29,0.0001072273,7.554858,0.101552,4446.119,4499.945,4398.639,4476.62,752401785.94,,,
